Sample name	Sex	Biosample ID	Population code	Population name	Superpopulation code	Superpopulation name	Data collections
HG03480	female	SAME1839381	MSL	Mende	FR	African	
NA10852	female	SAME125320	CEU	CEPH	EUR	European	1000 Genomes phase 3 release
HG03485	female	SAME1839469	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA10857	male	SAME125332	CEU	CEPH	EUR	European	1000 Genomes phase 3 release
HG03579	male	SAME1839247	MSL	Mende	FR	African	
NA10864	female	SAME125129	CEU	CEPH	EUR	European	1000 Genomes phase 3 release
HG03593	male	SAME1839171	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG04164	male	SAME1840102	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03598	female	SAME1839194	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG04171	female	SAME1839968	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03606	male	SAME1840248	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG04176	male	SAME1839986	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03240	male	SAME1839050	GWD	Gambian	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG04183	female	SAME1840044	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03269	male	SAME1840100	ESN	Esan	FR	African	
HG04188	male	SAME1839771	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03271	male	SAME1840195	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG04133	female	SAME1839294	BEB	Bengali	AS	South Asian	
HG03339	female	SAME1840332	ESN	Esan	FR	African	1000 Genomes on GRCh38
HG04140	male	SAME1839173	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03341	female	SAME1840347	ESN	Esan	FR	African	
HG04152	male	SAME1840300	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03365	male	SAME1840058	ESN	Esan	FR	African	
HG04157	male	SAME1840395	BEB	Bengali	AS	South Asian	
HG03372	female	SAME1839716	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA12827	male	SAME125077	CEU	CEPH	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03295	male	SAME1839881	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA12865	female	SAME123190	CEU	CEPH	EUR	European	1000 Genomes phase 3 release
HG03303	female	SAME1839485	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA12872	male	SAME123387	CEU	CEPH	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03308	male	SAME1839515	ESN	Esan	FR	African	
NA12877	male	SAME123391	CEU	CEPH	EUR	European	Illumina Platinum pedigree,1000 Genomes phase 3 release
HG03310	female	SAME1839202	ESN	Esan	FR	African	
NA12889	male	SAME123951	CEU	CEPH	EUR	European	1000 Genomes on GRCh38,Illumina Platinum pedigree,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03492	male	SAME1839196	PJL	Punjabi	AS	South Asian	1000 Genomes phase 3 release
NA12891	male	SAME124117	CEU	CEPH	EUR	European	1000 Genomes on GRCh38,Illumina Platinum pedigree,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03517	female	SAME1840163	ESN	Esan	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA18488	female	SAME124103	YRI	Yoruba	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03428	female	SAME1840409	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA18503	male	SAME125056	YRI	Yoruba	FR	African	1000 Genomes phase 3 release
HG03442	male	SAME1839979	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA18508	female	SAME124318	YRI	Yoruba	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03454	male	SAME1839764	MSL	Mende	FR	African	1000 Genomes on GRCh38
NA18510	male	SAME124886	YRI	Yoruba	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03548	female	SAME1839883	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA18515	male	SAME124881	YRI	Yoruba	FR	African	1000 Genomes phase 3 release
HG03567	female	SAME1839364	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA18522	male	SAME124669	YRI	Yoruba	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03574	male	SAME1839229	MSL	Mende	FR	African	1000 Genomes on GRCh38
NA18527	female	SAME124674	CHB	Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03384	female	SAME1839587	MSL	Mende	FR	African	
NA18534	male	SAME124488	CHB	Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03391	male	SAME1839636	MSL	Mende	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA12752	male	SAME123518	CEU	CEPH	EUR	European	1000 Genomes phase 3 release
HG03411	female	SAME1839186	MSL	Mende	FR	African	
NA12776	female	SAME124256	CEU	CEPH	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03644	male	SAME1839638	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA12815	female	SAME123022	CEU	CEPH	EUR	European	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03649	male	SAME1839396	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA18539	female	SAME124475	CHB	Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03651	male	SAME1839498	PJL	Punjabi	AS	South Asian	
NA18541	female	SAME124270	CHB	Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03656	female	SAME1839435	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38
NA18546	male	SAME124263	CHB	Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03663	male	SAME1839317	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA18553	female	SAME124088	CHB	Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03668	female	SAME1839338	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA18558	male	SAME124094	CHB	Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03788	male	SAME1840227	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA18560	female	SAME123925	CHB	Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03790	male	SAME1839989	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA18565	female	SAME123922	CHB	Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03795	male	SAME1839925	BEB	Bengali	AS	South Asian	
NA18572	male	SAME123739	CHB	Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03803	male	SAME1839527	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA18577	female	SAME123734	CHB	Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03808	female	SAME1839552	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA18591	female	SAME123719	CHB	Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03682	male	SAME1840323	STU	Sri Lankan	AS	South Asian	
NA18596	female	SAME123718	CHB	Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03687	male	SAME1840337	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA18628	female	SAME124502	CHB	Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03694	male	SAME1840375	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA18630	female	SAME124895	CHB	Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03699	male	SAME1840153	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38
NA18635	male	SAME123661	CHB	Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03702	male	SAME1840029	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA18642	female	SAME122982	CHB	Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03707	male	SAME1839761	PJL	Punjabi	AS	South Asian	
NA18647	male	SAME122977	CHB	Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03714	female	SAME1839809	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA18609	male	SAME124867	CHB	Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03719	female	SAME1839843	ITU	Indian	AS	South Asian	
NA18611	male	SAME123225	CHB	Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03721	female	SAME1839659	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38
NA18616	female	SAME125032	CHB	Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03815	male	SAME1839419	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA18623	male	SAME124507	CHB	Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03822	male	SAME1839450	BEB	Bengali	AS	South Asian	1000 Genomes phase 3 release
NA12485	male	SAME125360	CEU	CEPH	EUR	European	1000 Genomes phase 3 release
HG03834	female	SAME1839269	BEB	Bengali	AS	South Asian	
NA12707	male	SAME124080	CEU	CEPH	EUR	European	1000 Genomes phase 3 release
HG03769	male	SAME1839154	PJL	Punjabi	AS	South Asian	
NA12740	female	SAME124822	CEU	CEPH	EUR	European	1000 Genomes phase 3 release
HG03771	male	SAME1840393	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA18914	male	SAME123406	YRI	Yoruba	FR	African	1000 Genomes phase 3 release
HG03783	male	SAME1840124	ITU	Indian	AS	South Asian	
NA18933	female	SAME123037	YRI	Yoruba	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03618	male	SAME1840062	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38
NA18940	male	SAME124310	JPT	Japanese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03620	female	SAME1839790	PJL	Punjabi	AS	South Asian	
NA18945	male	SAME124315	JPT	Japanese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03625	female	SAME1839719	PJL	Punjabi	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA19082	male	SAME123370	JPT	Japanese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03733	female	SAME1839382	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA19087	female	SAME123367	JPT	Japanese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03738	male	SAME1839473	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA19094	female	SAME123171	YRI	Yoruba	FR	African	1000 Genomes phase 3 release
HG03740	male	SAME1839248	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA19099	female	SAME125240	YRI	Yoruba	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03745	male	SAME1839195	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA18868	male	SAME124910	YRI	Yoruba	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03752	female	SAME1839314	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA18870	female	SAME125101	YRI	Yoruba	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03757	female	SAME1839089	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA18875	female	SAME123545	YRI	Yoruba	FR	African	1000 Genomes phase 3 release
HG03846	male	SAME1839172	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA18907	female	SAME123563	YRI	Yoruba	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03858	female	SAME1840301	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA18748	male	SAME123909	CHB	Han Chinese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG04173	male	SAME1839977	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA18856	male	SAME124736	YRI	Yoruba	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG04180	female	SAME1840012	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA18863	male	SAME124907	YRI	Yoruba	FR	African	1000 Genomes phase 3 release
HG04185	male	SAME1839756	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA18969	female	SAME123954	JPT	Japanese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG04192	female	SAME1839902	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38
NA18971	male	SAME123763	JPT	Japanese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG04197	female	SAME1839828	STU	Sri Lankan	AS	South Asian	
NA18976	female	SAME123766	JPT	Japanese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03928	female	SAME1839042	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA18983	male	SAME125074	JPT	Japanese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03930	female	SAME1839156	BEB	Bengali	AS	South Asian	
NA18988	male	SAME125078	JPT	Japanese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03942	male	SAME1840356	BEB	Bengali	AS	South Asian	
NA19056	male	SAME125026	JPT	Japanese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03947	female	SAME1840378	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA19063	male	SAME123006	JPT	Japanese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03992	male	SAME1839646	STU	Sri Lankan	AS	South Asian	
NA19068	male	SAME123012	JPT	Japanese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG04003	male	SAME1839775	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA19070	male	SAME122820	JPT	Japanese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG04015	male	SAME1839847	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA19075	male	SAME122816	JPT	Japanese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG04022	male	SAME1839691	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA19020	male	SAME124855	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG04142	female	SAME1839177	BEB	Bengali	AS	South Asian	
NA19025	male	SAME124852	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG04147	female	SAME1839116	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38
NA19037	female	SAME124665	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG04159	female	SAME1840399	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA19044	male	SAME125244	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG04161	male	SAME1840092	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA18990	male	SAME124893	JPT	Japanese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03904	female	SAME1839501	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38
NA18995	male	SAME124896	JPT	Japanese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03909	male	SAME1839438	BEB	Bengali	AS	South Asian	
NA19001	female	SAME124478	JPT	Japanese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03911	male	SAME1839212	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA19006	male	SAME125119	JPT	Japanese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG03916	female	SAME1839316	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA18952	male	SAME124114	JPT	Japanese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03872	male	SAME1840202	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA18957	female	SAME124109	JPT	Japanese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03884	female	SAME1840005	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA18964	female	SAME123960	JPT	Japanese	EAS	East Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03896	male	SAME1839898	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA19239	male	SAME125081	YRI	Yoruba	FR	African	1000 Genomes on GRCh38,The Human Genome Structural Variation Consortium,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG04096	male	SAME1840054	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA19258	male	SAME125045	YRI	Yoruba	FR	African	1000 Genomes phase 3 release
HG04128	male	SAME1839253	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38
NA19309	male	SAME124984	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG04135	female	SAME1839305	BEB	Bengali	AS	South Asian	1000 Genomes on GRCh38
NA19311	male	SAME123452	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG04039	male	SAME1839506	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA19203	male	SAME122988	YRI	Yoruba	FR	African	1000 Genomes phase 3 release
HG04053	male	SAME1839095	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38
NA19208	male	SAME122993	YRI	Yoruba	FR	African	1000 Genomes phase 3 release
HG04058	male	SAME1839023	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38
NA19210	male	SAME125383	YRI	Yoruba	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG04060	male	SAME1839126	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA19215	female	SAME125385	YRI	Yoruba	FR	African	1000 Genomes phase 3 release
HG03973	female	SAME1839728	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA19222	female	SAME124147	YRI	Yoruba	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03978	male	SAME1839748	ITU	Indian	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA19397	male	SAME124492	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG03985	male	SAME1839601	STU	Sri Lankan	AS	South Asian	1000 Genomes on GRCh38,1000 Genomes phase 3 release
NA19429	male	SAME124037	LWK	Luhya	FR	African	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
